ID,AreaID,DiseaseID
57104,22527,00302
57105,22527,10300
57106,22527,10302
57107,22528,00300
57108,22528,00302
57109,22528,10300
57110,22528,10302
57111,22529,10300
57112,22529,10301
57113,22529,00300
57114,22529,00301
57115,22530,10300
57116,22530,10301
57117,22530,00300
57118,22530,00301
57119,22531,00300
57120,22531,00302
57121,22531,10300
57122,22531,10302
57123,22532,10300
57124,22532,10301
57125,22532,00300
57126,22532,00301
57357,22599,00300
57358,22599,00301
57359,22599,10300
57360,22599,10301
57361,22600,00300
57362,22600,00301
57363,22600,10300
57364,22600,10301
57365,22601,00300
57366,22601,00301
57367,22601,10300
57368,22601,10301
57369,22602,00300
57370,22602,00301
57371,22602,10300
57372,22602,10301
57373,22603,00300
57374,22603,00301
57375,22603,10300
57376,22603,10301
57379,22605,00300
57380,22605,00301
57381,22605,10300
57382,22605,10301
57383,22606,00300
57384,22606,00301
57385,22606,10300
57386,22606,10301
57613,22671,00300
57614,22671,00301
57615,22671,10300
57616,22671,10302
57617,22672,00300
57618,22672,00301
57619,22672,10300
57620,22672,10302
57621,22673,00300
57622,22673,00301
57623,22673,10300
57624,22673,10302
57717,22698,00300
57718,22698,00301
57719,22698,10300
57720,22698,10301
57721,22699,00300
57722,22699,00301
57723,22699,10300
57724,22699,10301
57878,22745,00300
57879,22745,00301
57880,22745,10300
57881,22745,10301
57886,22747,10300
57887,22747,10301
57888,22747,00300
57889,22747,00302
57890,22748,00300
57891,22748,00302
57892,22748,10300
57893,22748,10302
57894,22749,00300
57895,22749,00302
57896,22749,10300
57897,22749,10302
57898,22750,00300
57899,22750,00302
57900,22750,10300
57901,22750,10302
57902,22751,00300
57903,22751,00302
57904,22751,10300
57905,22751,10302
57906,22752,00300
57907,22752,00301
57908,22752,10300
57909,22752,10301
57910,22753,00300
57911,22753,00301
57912,22753,10300
57913,22753,10301
57914,22754,00300
57915,22754,00301
57916,22754,10300
57917,22754,10301
57918,22755,00300
57919,22755,00301
57920,22755,10300
57921,22755,10301
57922,22756,10300
57923,22756,10302
57924,22756,00300
57925,22756,00302
57930,22758,00300
57931,22758,00302
57932,22758,10300
57933,22758,10302
58654,22957,00300
58655,22957,00302
58656,22957,10300
58657,22957,10301
58678,22963,00300
58679,22963,00302
58680,22963,10300
58681,22963,10302
58702,22969,00300
58703,22969,00302
58704,22969,10300
58705,22969,10303
58710,22971,00300
58711,22971,00302
58712,22971,10300
58713,22971,10303
58730,22976,00300
58731,22976,00302
58732,22976,10300
58733,22976,10303
58746,22980,00300
58747,22980,00302
58748,22980,10300
58749,22980,10303
58756,22984,10300
58757,22984,10303
58758,22984,00300
58759,22984,00303
58760,22985,10300
58761,22985,10303
58762,22985,00400
58763,22986,10300
58764,22986,10303
58765,22986,00400
58766,22987,10300
58767,22987,10303
58768,22987,00400
58769,22988,10300
58770,22988,10303
58771,22988,00300
58772,22988,00303
58773,22989,10300
58774,22989,10303
58775,22989,00300
58776,22989,00303
58777,22990,10300
58778,22990,10303
58779,22990,00300
58780,22990,00303
58952,23039,00300
58953,23039,00302
58954,23039,10300
58955,23039,10301
58956,23040,00300
58957,23040,00302
58958,23040,10300
58959,23040,10301
58960,23041,10300
58961,23041,10302
58962,23041,00400
58963,23042,00300
58964,23042,00301
58965,23042,10300
58966,23042,10303
58967,23043,00300
58968,23043,00301
58969,23043,10300
58970,23043,10303
58971,23044,00300
58972,23044,00301
58973,23044,10300
58974,23044,10303
58975,23045,10300
58976,23045,10301
58977,23045,00400
59027,23061,00300
59028,23061,00302
59029,23061,10300
59030,23061,10301
59031,23062,00300
59032,23062,00302
59033,23062,10300
59034,23062,10301
59251,23127,00300
59252,23127,00302
59253,23127,10300
59254,23127,10301
59255,23128,00300
59256,23128,00302
59257,23128,10300
59258,23128,10301
59259,23129,00300
59260,23129,00302
59261,23129,10300
59262,23129,10301
59263,23130,10300
59264,23130,10301
59265,23130,00300
59266,23130,00301
59293,23140,00300
59294,23140,00302
59295,23140,10300
59296,23140,10301
59297,23141,00300
59298,23141,00302
59299,23141,10300
59300,23141,10301
59378,23176,00300
59379,23176,00302
59380,23176,10300
59381,23176,10302
59382,23177,00300
59383,23177,00302
59384,23177,10300
59385,23177,10302
59484,23218,00300
59485,23218,00302
59486,23218,10300
59487,23218,10301
59586,23272,00300
59587,23272,00301
59588,23272,30100
59589,23272,30101
59590,23271,00300
59591,23271,00301
59592,23271,30100
59593,23271,30101
59676,23315,00300
59677,23315,00302
59678,23315,10300
59679,23315,10302
59680,23316,00300
59681,23316,00302
59682,23316,10300
59683,23316,10302
59688,23318,00300
59689,23318,00302
59690,23318,10300
59691,23318,10302
59692,23319,00300
59693,23319,00302
59694,23319,10300
59695,23319,10302
59696,23317,00300
59697,23317,00302
59698,23317,10300
59699,23317,10302
59700,23320,00300
59701,23320,00302
59702,23320,10300
59703,23320,10302
59704,23321,00300
59705,23321,00302
59706,23321,10300
59707,23321,10302
59708,23322,00300
59709,23322,00301
59710,23322,10300
59711,23322,10301
59712,23323,00300
59713,23323,00302
59714,23323,10300
59715,23323,10302
59716,23324,00300
59717,23324,00302
59718,23324,10300
59719,23324,10302
59720,23325,00300
59721,23325,00302
59722,23325,10300
59723,23325,10302
59724,23326,00300
59725,23326,00302
59726,23326,10300
59727,23326,10302
59728,23327,00300
59729,23327,00302
59730,23327,10300
59731,23327,10302
59732,23328,00300
59733,23328,00302
59734,23328,10300
59735,23328,10302
59736,23329,10300
59737,23329,10301
59738,23329,00300
59739,23329,00301
59740,23330,10300
59741,23330,10301
59742,23330,00300
59743,23330,00301
59744,23331,00300
59745,23331,00302
59746,23331,10300
59747,23331,10302
59748,23332,00300
59749,23332,00302
59750,23332,10300
59751,23332,10302
59752,23333,00300
59753,23333,00302
59754,23333,10300
59755,23333,10302
59756,23334,00300
59757,23334,00302
59758,23334,10300
59759,23334,10302
59760,23335,00300
59761,23335,00302
59762,23335,10300
59763,23335,10302
60717,23625,00400
60718,23626,00400
60736,23634,00300
60737,23634,00302
60738,23634,10300
60739,23634,10302
60740,23633,00300
60741,23633,00302
60742,23633,10300
60743,23633,10302
60744,23635,00300
60745,23635,00302
60746,23635,10300
60747,23635,10302
60748,23636,00300
60749,23636,00302
60750,23636,10300
60751,23636,10302
60752,23637,00300
60753,23637,00302
60754,23637,10300
60755,23637,10302
60756,23638,00300
60757,23638,00302
60758,23638,10300
60759,23638,10302
60760,23639,00300
60761,23639,00302
60762,23639,10300
60763,23639,10302
60764,23640,00300
60765,23640,00302
60766,23640,10300
60767,23640,10302
60768,23641,00300
60769,23641,00302
60770,23641,10300
60771,23641,10302
60772,23642,00300
60773,23642,00302
60774,23642,10300
60775,23642,10302
60776,23643,00400
60777,23643,10300
60778,23643,10301
60779,23644,00400
60780,23644,10300
60781,23644,10301
60782,23645,00400
60783,23645,10300
60784,23645,10301
61319,23759,00300
61320,23759,00302
61321,23759,10300
61322,23759,10302
61323,23760,00300
61324,23760,00302
61325,23760,10300
61326,23760,10302
61327,23761,00300
61328,23761,00302
61329,23761,10300
61330,23761,10302
61459,23795,00300
61460,23795,00302
61461,23795,10300
61462,23795,10302
61463,23796,00300
61464,23796,00302
61465,23796,10300
61466,23796,10302
61467,23797,00300
61468,23797,00302
61469,23797,10300
61470,23797,10302
61471,23798,00300
61472,23798,00302
61473,23798,10300
61474,23798,10302
61475,23799,00300
61476,23799,00302
61477,23799,10300
61478,23799,10302
61479,23800,00300
61480,23800,00302
61481,23800,10300
61482,23800,10302
61483,23801,00300
61484,23801,00302
61485,23801,10300
61486,23801,10302
67767,25463,30100
67768,25463,30102
67769,25464,30100
67770,25464,30102
67771,25465,30100
67772,25465,30102
67773,25466,30100
67774,25466,30102
67775,25467,30100
67776,25467,30102
67777,25468,30100
67778,25468,30102
67779,25469,30100
67780,25469,30102
67781,25470,30100
67782,25470,30102
67783,25471,30100
67784,25471,30102
67785,25472,30100
67786,25472,30102
67787,25473,30100
67788,25473,30102
67789,25474,30100
67790,25474,30101
67791,25475,30100
67792,25475,30101
67793,25476,30100
67794,25476,30101
67795,25477,30100
67796,25477,30101
67797,25478,30100
67798,25478,30101
67799,25479,30100
67800,25479,30101
67801,25480,30100
67802,25480,30101
67803,25481,30100
67804,25481,30101
67805,25482,30100
67806,25482,30101
67807,25483,30100
67808,25483,30101
67809,25484,30100
67810,25484,30101
67811,25485,30100
67812,25485,30101
67813,25486,30100
67814,25486,30101
67815,25487,30100
67816,25487,30101
67817,25488,30100
67818,25488,30101
67819,25489,30100
67820,25489,30101
67821,25490,30100
67822,25490,30101
67823,25491,30100
67824,25491,30101
67825,25492,30100
67826,25492,30101
67827,25493,30100
67828,25493,30101
67829,25494,30100
67830,25494,30101
67831,25495,30100
67832,25495,30101
67833,25496,30100
67834,25496,30101
67835,25497,30100
67836,25497,30101
67837,25498,30100
67838,25498,30101
67839,25499,30100
67840,25499,30101
67841,25500,30100
67842,25500,30101
67843,25501,30100
67844,25501,30101
67845,25502,30100
67846,25502,30101
67847,25503,30100
67848,25503,30101
67849,25504,30100
67850,25504,30101
67851,25505,30100
67852,25505,30101
67853,25506,30100
67854,25506,30101
67855,25507,30100
67856,25507,30101
67857,25508,30100
67858,25508,30101
67859,25509,30100
67860,25509,30101
67861,25510,30100
67862,25510,30101
67863,25510,00300
67864,25510,00303
67865,25510,10300
67866,25510,10303
67867,25511,30100
67868,25511,30101
67869,25511,00300
67870,25511,00303
67871,25511,10300
67872,25511,10303
67873,25512,30100
67874,25512,30101
67875,25512,00300
67876,25512,00303
67877,25512,10300
67878,25512,10303
67879,25513,30100
67880,25513,30101
67881,25513,00300
67882,25513,00303
67883,25513,10300
67884,25513,10303
67885,25514,30100
67886,25514,30101
67887,25514,00300
67888,25514,00303
67889,25514,10300
67890,25514,10303
67891,25515,30100
67892,25515,30101
67893,25515,00300
67894,25515,00303
67895,25515,10300
67896,25515,10303
67897,25516,30100
67898,25516,30101
67899,25516,00300
67900,25516,00303
67901,25516,10300
67902,25516,10303
67903,25517,30100
67904,25517,30101
67905,25517,00300
67906,25517,00303
67907,25517,10300
67908,25517,10303
67909,25518,30100
67910,25518,30101
67911,25518,00300
67912,25518,00303
67913,25518,10300
67914,25518,10303
67915,25519,30100
67916,25519,30101
67917,25519,00300
67918,25519,00303
67919,25519,10300
67920,25519,10303
67921,25520,30100
67922,25520,30101
67923,25520,00300
67924,25520,00303
67925,25520,10300
67926,25520,10303
67927,25521,30100
67928,25521,30101
67929,25521,00300
67930,25521,00303
67931,25521,10300
67932,25521,10303
67933,25522,30100
67934,25522,30101
67935,25522,00300
67936,25522,00303
67937,25522,10300
67938,25522,10303
67939,25523,30100
67940,25523,30101
67941,25523,00300
67942,25523,00303
67943,25523,10300
67944,25523,10303
67945,25524,30100
67946,25524,30101
67947,25524,00300
67948,25524,00303
67949,25524,10300
67950,25524,10303
67951,25525,30100
67952,25525,30101
67953,25525,00300
67954,25525,00303
67955,25525,10300
67956,25525,10303
67957,25526,30100
67958,25526,30101
67959,25526,00300
67960,25526,00303
67961,25526,10300
67962,25526,10303
67963,25527,30100
67964,25527,30101
67965,25527,00300
67966,25527,00303
67967,25527,10300
67968,25527,10303
67969,25528,30100
67970,25528,30101
67971,25528,00300
67972,25528,00303
67973,25528,10300
67974,25528,10303
67975,25529,30100
67976,25529,30101
67977,25529,00300
67978,25529,00303
67979,25529,10300
67980,25529,10303
67981,25530,30100
67982,25530,30101
67983,25530,00300
67984,25530,00303
67985,25530,10300
67986,25530,10303
67987,25531,30100
67988,25531,30101
67989,25531,00300
67990,25531,00303
67991,25531,10300
67992,25531,10303
67993,25532,30100
67994,25532,30101
67995,25532,00300
67996,25532,00303
67997,25532,10300
67998,25532,10303
67999,25533,20800
68000,25533,20803
68001,25533,20121
68002,25533,20122
68003,25533,20141
68004,25534,20800
68005,25534,20803
68006,25534,20121
68007,25534,20122
68008,25534,20141
68009,25535,20800
68010,25535,20803
68011,25535,20121
68012,25535,20122
68013,25535,20141
68014,25536,20800
68015,25536,20803
68016,25536,20121
68017,25536,20122
68018,25536,20141
68019,25537,20800
68020,25537,20803
68021,25537,20121
68022,25537,20122
68023,25537,20141
68024,25538,20800
68025,25538,20803
68026,25538,20121
68027,25538,20122
68028,25538,20141
68029,25539,20800
68030,25539,20803
68031,25539,20121
68032,25539,20122
68033,25539,20141
68034,25540,20800
68035,25540,20803
68036,25540,20121
68037,25540,20122
68038,25540,20141
68039,25541,20800
68040,25541,20803
68041,25541,20121
68042,25541,20122
68043,25541,20141
68044,25542,20800
68045,25542,20803
68046,25542,20121
68047,25542,20122
68048,25542,20141
68049,25543,20800
68050,25543,20803
68051,25543,20121
68052,25543,20122
68053,25543,20141
68054,25544,20800
68055,25544,20803
68056,25544,20121
68057,25544,20122
68058,25544,20141
68059,25545,20800
68060,25545,20803
68061,25545,20121
68062,25545,20122
68063,25545,20141
68064,25546,20800
68065,25546,20803
68066,25546,20121
68067,25546,20122
68068,25546,20141
68069,25547,20800
68070,25547,20803
68071,25547,20121
68072,25547,20122
68073,25547,20141
68074,25548,20800
68075,25548,20803
68076,25548,20121
68077,25548,20122
68078,25548,20141
68079,25549,20800
68080,25549,20803
68081,25549,20121
68082,25549,20122
68083,25549,20141
68084,25550,20800
68085,25550,20803
68086,25550,20121
68087,25550,20122
68088,25550,20141
68089,25551,20800
68090,25551,20803
68091,25551,20121
68092,25551,20122
68093,25551,20141
68094,25552,20800
68095,25552,20803
68096,25552,20121
68097,25552,20122
68098,25552,20141
68099,25553,20800
68100,25553,20803
68101,25553,20121
68102,25553,20122
68103,25553,20141
68104,25554,30100
68105,25554,30101
68106,25555,30100
68107,25555,30101
68108,25556,30100
68109,25556,30101
68110,25557,30100
68111,25557,30101
68112,25558,30100
68113,25558,30101
68114,25559,30100
68115,25559,30101
68116,25560,30100
68117,25560,30101
68118,25561,30100
68119,25561,30101
68120,25562,30100
68121,25562,30101
68122,25563,30100
68123,25563,30101
68124,25564,30100
68125,25564,30101
68126,25565,30100
68127,25565,30101
68128,25566,30100
68129,25566,30101
68130,25567,30100
68131,25567,30101
68132,25568,30100
68133,25568,30101
68134,25569,30100
68135,25569,30101
68136,25570,30100
68137,25570,30101
68138,25571,30100
68139,25571,30101
68140,25572,30100
68141,25572,30101
68142,25573,30100
68143,25573,30101
68144,25574,30100
68145,25574,30101
68146,25575,30100
68147,25575,30101
68148,25576,30100
68149,25576,30101
68150,25577,30100
68151,25577,30101
68152,25578,30100
68153,25578,30101
68154,25579,30100
68155,25579,30101
68156,25580,30100
68157,25580,30101
68158,25581,30100
68159,25581,30101
68160,25582,30100
68161,25582,30101
68162,25583,30100
68163,25583,30101
68164,25584,30100
68165,25584,30101
68166,25585,30100
68167,25585,30101
68168,25586,30100
68169,25586,30101
68170,25587,30100
68171,25587,30101
68172,25588,30100
68173,25588,30101
68174,25589,30100
68175,25589,30101
68176,25590,30100
68177,25590,30101
68178,25591,30100
68179,25591,30101
68180,25592,30100
68181,25592,30101
68182,25593,30100
68183,25593,30101
68184,25594,30100
68185,25594,30101
68186,25595,30100
68187,25595,30101
68188,25596,30100
68189,25596,30101
68190,25597,30100
68191,25597,30101
68192,25598,30100
68193,25598,30101
68194,25599,30100
68195,25599,30101
68196,25600,30100
68197,25600,30101
68198,25601,30100
68199,25601,30101
68200,25602,30100
68201,25602,30101
68202,25603,30100
68203,25603,30101
68204,25604,30100
68205,25604,30101
68206,25605,30100
68207,25605,30101
68208,25606,30100
68209,25606,30101
68210,25607,30100
68211,25607,30101
68212,25608,30100
68213,25608,30101
68214,25609,30100
68215,25609,30101
68216,25610,30100
68217,25610,30101
68218,25611,30100
68219,25611,30101
68220,25612,30100
68221,25612,30101
68222,25613,30100
68223,25613,30101
68230,25615,30100
68231,25615,30101
68232,25615,00300
68233,25615,00302
68234,25615,10300
68235,25615,10303
68236,25616,30100
68237,25616,30101
68238,25616,00300
68239,25616,00302
68240,25616,10300
68241,25616,10303
68248,25618,30100
68249,25618,30101
68250,25618,00300
68251,25618,00302
68252,25618,10300
68253,25618,10303
68254,25619,30100
68255,25619,30101
68256,25619,00300
68257,25619,00302
68258,25619,10300
68259,25619,10303
68260,25620,30100
68261,25620,30101
68262,25620,00300
68263,25620,00302
68264,25620,10300
68265,25620,10303
68266,25621,30100
68267,25621,30101
68268,25621,00300
68269,25621,00302
68270,25621,10300
68271,25621,10303
68272,25622,30100
68273,25622,30101
68274,25622,00300
68275,25622,00302
68276,25622,10300
68277,25622,10303
69623,25905,30100
69624,25905,30102
69625,25904,30100
69626,25904,30102
69627,25906,20800
69628,25906,30100
69629,25906,30102
69630,25907,20800
69631,25907,30100
69632,25907,30102
69633,25908,20800
69634,25908,30100
69635,25908,30102
69636,25908,20805
69637,25909,20800
69638,25909,30100
69639,25909,30102
69640,25909,20805
71346,26265,20800
71347,26265,20121
71348,26266,30100
71349,26266,30102
71350,26267,30100
71351,26267,30102
71352,26268,30100
71353,26268,30102
71354,26269,20800
71355,26269,20804
71356,26269,20141
71357,26270,20800
71358,26270,20804
71359,26270,20141
71360,26271,30100
71361,26271,30101
71362,26272,30100
71363,26272,30102
71364,26273,30100
71365,26273,30102
71388,26285,30100
71389,26285,30101
71390,26286,30100
71391,26286,30101
71392,26287,30100
71393,26287,30102
71394,26288,30100
71395,26288,30102
71396,26289,20800
71397,26289,20121
71398,26290,20800
71399,26290,20121
71400,26291,20800
71401,26291,20120
71402,26292,30100
71403,26292,30102
71404,26293,30100
71405,26293,30101
71406,26294,30100
71407,26294,30102
71408,26295,30100
71409,26295,30102
71410,26296,30100
71411,26296,30102
71412,26297,30100
71413,26297,30102
71434,26306,30100
71435,26306,30102
71436,26307,30100
71437,26307,30102
71442,26310,20800
71443,26310,20173
71444,26310,20804
71445,26310,20805
71446,26311,20800
71447,26311,20173
71448,26311,20804
71449,26311,20805
71454,26314,30100
71455,26314,30102
71456,26315,30100
71457,26315,30102
71458,26316,30100
71459,26316,30102
71460,26317,30100
71461,26317,30102
71462,26318,30100
71463,26318,30102
71464,26319,30100
71465,26319,30102
71466,26320,30100
71467,26320,30102
71468,26321,30100
71469,26321,30102
71470,26322,30100
71471,26322,30102
71472,26323,30100
71473,26323,30102
71474,26324,30100
71475,26324,30102
71476,26325,30100
71477,26325,30102
71478,26326,30100
71479,26326,30102
71480,26327,30100
71481,26327,30102
71482,26328,30100
71483,26328,30102
71484,26329,30100
71485,26329,30102
71486,26330,30100
71487,26330,30102
71488,26331,30100
71489,26331,30102
71490,26332,30100
71491,26332,30102
71492,26333,20800
71493,26333,20173
71494,26333,20804
71495,26333,20805
71496,26334,20800
71497,26334,20173
71498,26334,20804
71499,26334,20805
71500,26335,20800
71501,26335,20173
71502,26335,20804
71503,26335,20805
71504,26336,20800
71505,26336,20173
71506,26336,20804
71507,26336,20805
71508,26337,20800
71509,26337,20173
71510,26337,20804
71511,26337,20805
71512,26338,20800
71513,26338,20173
71514,26338,20804
71515,26338,20805
71516,26339,20800
71517,26339,20173
71518,26339,20804
71519,26339,20805
71641,26388,30100
71642,26388,30101
71643,26389,30100
71644,26389,30101
71645,26390,30100
71646,26390,30101
71647,26391,30100
71648,26391,30101
71649,26392,30100
71650,26392,30101
71651,26393,30100
71652,26393,30101
71653,26394,30100
71654,26394,30101
71655,26395,30100
71656,26395,30101
71657,26396,20800
71658,26396,20141
71659,26397,30100
71660,26397,30101
71661,26398,30100
71662,26398,30101
71663,26399,30100
71664,26399,30101
71665,26400,30100
71666,26400,30101
71667,26401,30100
71668,26401,30101
71669,26402,30100
71670,26402,30101
71671,26403,30100
71672,26403,30101
71673,26404,30100
71674,26404,30102
71675,26405,30100
71676,26405,30102
71677,26406,20800
71678,26406,20141
71679,26407,20800
71680,26407,20141
71681,26408,20800
71682,26408,20141
71683,26409,20800
71684,26409,20141
71685,26410,20800
71686,26410,20122
71687,26410,20141
71688,26411,20800
71689,26411,20122
71690,26411,20141
71691,26412,20800
71692,26412,20122
71693,26412,20141
72049,26489,20800
72050,26489,20803
72051,26490,20800
72052,26490,20803
72053,26491,20800
72054,26491,20803
72055,26492,20800
72056,26492,20803
72057,26492,30100
72058,26492,30102
72059,26493,20800
72060,26493,20803
72061,26493,30100
72062,26493,30102
72063,26494,20800
72064,26494,20803
72065,26494,30100
72066,26494,30102
72067,26495,20800
72068,26495,20803
72069,26495,30100
72070,26495,30102
72071,26496,20800
72072,26496,20803
72073,26496,30100
72074,26496,30102
72075,26497,20800
72076,26497,20802
72077,26497,20174
72078,26497,20120
72079,26497,20142
72080,26498,20800
72081,26498,20802
72082,26498,20174
72083,26498,20120
72084,26498,20172
72085,26498,20803
72086,26498,20141
72087,26499,20800
72088,26499,20802
72089,26499,20174
72090,26499,20120
72091,26499,20172
72092,26499,20803
72093,26499,20141
72094,26500,20800
72095,26500,20802
72096,26500,20174
72097,26500,20120
72098,26500,20172
72099,26500,20803
72100,26500,20173
72101,26500,20805
72102,26501,20800
72103,26501,20802
72104,26501,20174
72105,26501,20120
72106,26501,20172
72107,26501,20803
72108,26501,20173
72109,26501,20805
72110,26502,20800
72111,26502,20802
72112,26502,20174
72113,26502,20120
72114,26502,20172
72115,26502,20803
72116,26502,20173
72117,26502,20805
72118,26503,20800
72119,26503,20802
72120,26503,20174
72121,26503,20120
72122,26503,20172
72123,26503,20803
72124,26503,20173
72125,26503,20805
72126,26504,20800
72127,26504,20802
72128,26504,20174
72129,26504,20120
72130,26504,20172
72131,26504,20803
72132,26504,20173
72133,26504,20805
72134,26505,20800
72135,26505,20802
72136,26505,20174
72137,26505,20120
72138,26505,20172
72139,26505,20803
72140,26505,20173
72141,26505,20805
72142,26505,30100
72143,26505,30102
72144,26506,20800
72145,26506,20802
72146,26506,20174
72147,26506,20120
72148,26506,20172
72149,26506,20803
72150,26506,20173
72151,26506,20805
72152,26506,30100
72153,26506,30102
72385,7814,20100
72386,7814,20101
72387,7814,20105
72388,7814,20121
72389,7814,20141
72390,7812,20100
72391,7812,20101
72392,7812,20105
72393,7812,20121
72394,7812,20141
72395,7813,20100
72396,7813,20101
72397,7813,20105
72398,7813,20121
72399,7813,20141
72400,19916,20800
72401,19916,20173
72402,19916,20121
72403,19916,20141
72404,26531,20800
72405,26531,30100
72406,26531,30102
72407,26531,20173
72839,26688,30100
72840,26688,30102
72841,26688,20800
72842,26689,30100
72843,26689,30102
72844,26689,20800
72845,26690,30100
72846,26690,30102
72847,26690,40100
72848,26691,30100
72849,26691,30102
72850,26691,40100
72851,26692,30100
72852,26692,30101
72853,26693,30100
72854,26693,30101
72855,26694,30100
72856,26694,30101
72918,26714,30100
72919,26714,30102
72920,26715,30100
72921,26715,30102
72922,26716,30100
72923,26716,30102
72924,26717,30100
72925,26717,30102
72926,26718,30100
72927,26718,30102
72928,26719,30100
72929,26719,30102
72930,26720,30100
72931,26720,30102
72932,26721,30100
72933,26721,30102
72934,26722,30100
72935,26722,30101
74847,27334,00300
74848,27334,00302
74849,27334,10300
74850,27334,10302
74851,27335,00300
74852,27335,00302
74853,27335,10300
74854,27335,10302
74855,27336,00300
74856,27336,00302
74857,27336,10300
74858,27336,10302
74859,27337,00300
74860,27337,00302
74861,27337,10300
74862,27337,10302
74863,27338,00300
74864,27338,00302
74865,27338,10300
74866,27338,10301
74867,27339,00300
74868,27339,00302
74869,27339,10300
74870,27339,10301
74871,27340,00300
74872,27340,00302
74873,27340,10300
74874,27340,10301
74875,27341,00300
74876,27341,00301
74877,27342,00300
74878,27342,00301
74879,27343,00300
74880,27343,00301
74881,27343,10300
74882,27343,10301
74883,27344,00300
74884,27344,00301
74885,27344,10300
74886,27344,10301
74887,27345,00300
74888,27345,00301
74889,27345,10300
74890,27345,10301
74891,27346,00300
74892,27346,00301
74893,27346,10300
74894,27346,10301
74895,27347,00300
74896,27347,00302
74897,27348,00300
74898,27348,00302
74899,27349,00300
74900,27349,00302
74901,27350,00300
74902,27350,00302
74903,27350,10300
74904,27350,10301
74905,27351,00300
74906,27351,00302
74907,27351,10300
74908,27351,10301
74909,27352,00300
74910,27352,00302
74911,27352,10300
74912,27352,10301
74913,27353,00300
74914,27353,00302
74915,27353,10300
74916,27353,10302
74917,27354,00300
74918,27354,00302
74919,27354,10300
74920,27354,10302
74921,27355,00300
74922,27355,00302
74923,27355,10300
74924,27355,10302
74925,27356,00300
74926,27356,00302
74927,27356,10300
74928,27356,10302
74929,27357,00300
74930,27357,00302
74931,27357,10300
74932,27357,10302
74933,27358,00300
74934,27358,00302
74935,27358,10300
74936,27358,10302
74937,27359,00300
74938,27359,00302
74939,27359,10300
74940,27359,10302
74941,27360,00300
74942,27360,00302
74943,27360,10300
74944,27360,10302
74945,27361,00300
74946,27361,00302
74947,27361,10300
74948,27361,10302
74949,27362,00300
74950,27362,00302
74951,27362,10300
74952,27362,10302
74953,27363,00300
74954,27363,00302
74955,27363,10300
74956,27363,10302
74957,27364,00300
74958,27364,00302
74959,27364,10300
74960,27364,10302
74961,27365,00300
74962,27365,00302
74963,27365,10300
74964,27365,10302
74965,27366,00300
74966,27366,00302
74967,27366,10300
74968,27366,10302
74969,27367,00300
74970,27367,00302
74971,27367,10300
74972,27367,10302
74973,27368,00300
74974,27368,00302
74975,27368,10300
74976,27368,10302
74977,27369,00300
74978,27369,00302
74979,27369,10300
74980,27369,10302
74981,27370,00300
74982,27370,00302
74983,27370,10300
74984,27370,10302
74985,27371,00300
74986,27371,00302
74987,27371,10300
74988,27371,10302
74989,27372,00300
74990,27372,00302
74991,27372,10300
74992,27372,10302
74993,27373,00300
74994,27373,00302
74995,27373,10300
74996,27373,10302
74997,27374,00300
74998,27374,00302
74999,27374,10300
75000,27374,10302
75001,27375,00300
75002,27375,00302
75003,27375,10300
75004,27375,10302
75005,27376,00300
75006,27376,00302
75007,27376,10300
75008,27376,10302
75009,27377,00300
75010,27377,00302
75011,27377,10300
75012,27377,10302
75013,27378,00300
75014,27378,00302
75015,27378,10300
75016,27378,10302
75017,27379,10300
75018,27379,10302
75019,27379,00300
75020,27379,00302
75021,27380,10300
75022,27380,10302
75023,27380,00300
75024,27380,00302
75025,27381,10300
75026,27381,10302
75027,27381,00300
75028,27381,00302
75029,27382,10300
75030,27382,10302
75031,27382,00300
75032,27382,00302
75033,27383,10300
75034,27383,10302
75035,27383,00300
75036,27383,00302
75037,27384,10300
75038,27384,10302
75039,27384,00300
75040,27384,00302
75041,27385,10300
75042,27385,10302
75043,27385,00300
75044,27385,00302
75045,27386,10300
75046,27386,10302
75047,27386,00300
75048,27386,00302
75049,20177,10300
75050,20177,10303
75051,20177,00300
75052,27387,10300
75053,27387,10303
75054,27387,00300
75055,27388,10300
75056,27388,10303
75057,27388,00300
75058,27389,10300
75059,27389,10303
75060,27389,00300
75061,27390,10300
75062,27390,10303
75063,27390,00300
75064,27391,10300
75065,27391,10303
75066,27391,00300
75067,27392,10300
75068,27392,10303
75069,27392,00300
75070,27393,10300
75071,27393,10303
75072,27393,00300
75073,27394,10300
75074,27394,10303
75075,27394,00300
75076,27395,10300
75077,27395,10303
75078,27395,00300
75079,27396,10300
75080,27396,10303
75081,27396,00300
75082,27397,10300
75083,27397,10303
75084,27397,00300
75085,27398,10300
75086,27398,10303
75087,27398,00300
75088,27399,10300
75089,27399,10303
75090,27399,00300
75269,27464,10300
75270,27464,10303
75271,27464,00300
75272,27464,00301
75273,27465,10300
75274,27465,10303
75275,27465,00300
75276,27465,00301
75277,27466,10300
75278,27466,10303
75279,27466,00300
75280,20220,10300
75281,20220,10303
75282,20221,10300
75283,20221,10303
75284,27467,10300
75285,27467,10303
75286,27467,00300
75287,27468,10300
75288,27468,10303
75289,27468,00300
75290,27469,10300
75291,27469,10303
75292,27469,00300
75293,27470,10300
75294,27470,10303
75295,27470,00300
75296,27471,10300
75297,27471,10303
75298,27471,00300
