ID,AreaID,DiseaseID
43350,18554,30101
43351,18555,30100
43352,18555,30101
43353,18556,30100
43354,18556,30101
43355,18557,30100
43356,18557,30101
43357,18558,30100
43358,18558,30101
43359,18559,30100
43360,18559,30101
43361,18560,30100
43362,18560,30101
43363,18561,30100
43364,18561,30101
43365,18562,30100
43366,18562,30101
43367,18563,30100
43368,18563,30101
43369,18564,30100
43370,18564,30101
43371,18565,30100
43372,18565,30101
43373,18566,30100
43374,18566,30101
43375,18567,30100
43376,18567,30101
43377,18568,30100
43378,18568,30101
43379,18569,30100
43380,18569,30101
43381,18570,30100
43382,18570,30101
43383,18571,30100
43384,18571,30101
43385,18572,30100
43386,18572,30101
43387,18573,30100
43388,18573,30101
43389,18574,30100
43390,18574,30101
43391,18575,30100
43392,18575,30101
43393,18576,30100
43394,18576,30101
43660,18681,30100
43661,18681,30101
43662,18682,30100
43663,18682,30101
43664,18683,30100
43665,18683,30101
43666,18684,30100
43667,18684,30101
43668,18685,30100
43669,18685,30101
43670,18686,30100
43671,18686,30101
43672,18687,30100
43673,18687,30101
43674,18688,30100
43675,18688,30101
43676,18689,30100
43677,18689,30101
43678,18690,30100
43679,18690,30101
43680,18691,30100
43681,18691,30101
43682,18692,30100
43683,18692,30101
43684,18693,30100
43685,18693,30101
43686,18694,30100
43687,18694,30101
43688,18695,30100
43689,18695,30101
43690,18696,30100
43691,18696,30101
43692,18697,30100
43693,18697,30101
43694,18698,30100
43695,18698,30101
43696,18699,30100
43697,18699,30101
43698,18700,30100
43699,18700,30101
43700,18701,30100
43701,18701,30102
43702,18702,30100
43703,18702,30102
43704,18703,30100
43705,18703,30102
43706,18704,30100
43707,18704,30102
43708,18705,30100
43709,18705,30102
43710,18706,30100
43711,18706,30102
43712,18707,30100
43713,18707,30102
43714,18708,30100
43715,18708,30102
43716,18709,30100
43717,18709,30102
43718,18710,30100
43719,18710,30102
43720,18711,30100
43721,18711,30102
43722,18712,30100
43723,18712,30102
43724,18713,30100
43725,18713,30102
43726,18714,20800
43727,18714,20173
43728,18714,20121
43729,18714,20122
43730,18714,20141
43731,18715,20800
43732,18715,20173
43733,18715,20121
43734,18715,20122
43735,18715,20141
43736,18716,20800
43737,18716,20173
43738,18716,20121
43739,18716,20122
43740,18716,20141
43741,18717,20800
43742,18717,20173
43743,18717,20121
43744,18717,20122
43745,18717,20141
43746,18718,20800
43747,18718,20173
43748,18718,20121
43749,18718,20122
43750,18718,20141
43751,18719,20800
43752,18719,20173
43753,18719,20121
43754,18719,20122
43755,18719,20141
43756,18720,20800
43757,18720,20173
43758,18720,20121
43759,18720,20122
43760,18720,20141
43761,18721,20800
43762,18721,20173
43763,18721,20121
43764,18721,20122
43765,18721,20141
43766,18722,20800
43767,18722,20173
43768,18722,20121
43769,18722,20122
43770,18722,20141
43771,18723,20800
43772,18723,20173
43773,18723,20121
43774,18723,20122
43775,18723,20141
43776,18724,20800
43777,18724,20173
43778,18724,20121
43779,18724,20122
43780,18724,20141
43781,18725,20800
43782,18725,20173
43783,18725,20121
43784,18725,20122
43785,18725,20141
43786,18726,20800
43787,18726,20173
43788,18726,20121
43789,18726,20122
43790,18726,20141
43791,18727,20800
43792,18727,20173
43793,18727,20121
43794,18727,20122
43795,18727,20141
43796,18728,20800
43797,18728,20173
43798,18728,20121
43799,18728,20122
43800,18728,20141
43801,18729,20800
43802,18729,20173
43803,18729,20121
43804,18729,20122
43805,18729,20141
43806,18730,20800
43807,18730,20173
43808,18730,20121
43809,18730,20122
43810,18730,20141
43811,18731,20800
43812,18731,20173
43813,18731,20121
43814,18731,20122
43815,18731,20141
43816,18732,20800
43817,18732,20173
43818,18732,20121
43819,18732,20122
43820,18732,20141
43821,18733,20800
43822,18733,20173
43823,18733,20121
43824,18733,20122
43825,18733,20141
43826,18734,20800
43827,18734,20173
43828,18734,20121
43829,18734,20122
43830,18734,20141
43831,18735,20800
43832,18735,20173
43833,18735,20121
43834,18735,20122
43835,18735,20141
43836,18736,20800
43837,18736,20173
43838,18736,20121
43839,18736,20122
43840,18736,20141
43841,18737,20800
43842,18737,20173
43843,18737,20121
43844,18737,20122
43845,18737,20141
43846,18738,20800
43847,18738,20173
43848,18738,20121
43849,18738,20122
43850,18738,20141
43851,18739,20800
43852,18739,20173
43853,18739,20121
43854,18739,20122
43855,18739,20141
43856,18740,20800
43857,18740,20173
43858,18740,20121
43859,18740,20122
43860,18740,20141
43861,18741,20800
43862,18741,20173
43863,18741,20121
43864,18741,20122
43865,18741,20141
43866,18742,20800
43867,18742,20173
43868,18742,20121
43869,18742,20122
43870,18742,20141
43871,18743,20800
43872,18743,20173
43873,18743,20121
43874,18743,20122
43875,18743,20141
43876,18744,20800
43877,18744,20173
43878,18744,20121
43879,18744,20122
43880,18744,20141
43881,18745,20800
43882,18745,20173
43883,18745,20121
43884,18745,20122
43885,18745,20141
43886,18746,20800
43887,18746,20173
43888,18746,20121
43889,18746,20122
43890,18746,20141
43891,18747,20800
43892,18747,20173
43893,18747,20121
43894,18747,20122
43895,18747,20141
43896,18748,20800
43897,18748,20173
43898,18748,20121
43899,18748,20122
43900,18748,20141
43901,18749,20800
43902,18749,20173
43903,18749,20121
43904,18749,20122
43905,18749,20141
43906,18750,20800
43907,18750,20173
43908,18750,20121
43909,18750,20122
43910,18750,20141
43911,18751,20800
43912,18751,20173
43913,18751,20121
43914,18751,20122
43915,18751,20141
43916,18752,20800
43917,18752,20173
43918,18752,20121
43919,18752,20122
43920,18752,20141
43921,18753,20800
43922,18753,20173
43923,18753,20121
43924,18753,20122
43925,18753,20141
43926,18754,20800
43927,18754,20173
43928,18754,20121
43929,18754,20122
43930,18754,20141
43931,18755,20800
43932,18755,20173
43933,18755,20121
43934,18755,20122
43935,18755,20141
43936,18756,30100
43937,18756,30102
43938,18756,40101
43939,18757,30100
43940,18757,30102
43941,18757,40101
43942,18758,30100
43943,18758,30102
43944,18758,40101
43945,18759,30100
43946,18759,30102
43947,18759,40101
43948,18760,30100
43949,18760,30102
43950,18760,40101
43951,18761,30100
43952,18761,30102
43953,18761,40101
43954,18762,30100
43955,18762,30102
43956,18762,40101
43957,18763,30100
43958,18763,30102
43959,18763,40101
43960,18764,30100
43961,18764,30102
43962,18764,40101
43963,18765,20800
43964,18765,20173
43965,18765,20121
43966,18765,20141
47800,19937,20800
47801,19937,20173
47802,19937,20121
47803,19938,20800
47804,19938,20173
47805,19938,20121
47806,19939,20800
47807,19939,20173
47808,19939,20121
47809,19940,20800
47810,19940,20173
47811,19940,20121
47812,19941,20800
47813,19941,20173
47814,19941,20121
47815,19942,20800
47816,19942,20173
47817,19942,20121
47818,19943,20800
47819,19943,20173
47820,19943,20121
47821,19944,20800
47822,19944,20173
47823,19944,20121
47824,19945,20800
47825,19945,20173
47826,19945,20121
47827,19946,20800
47828,19946,20173
47829,19946,20121
47830,19947,20800
47831,19947,20173
47832,19947,20121
47833,19948,20800
47834,19948,20173
47835,19948,20121
47836,19949,20800
47837,19949,20173
47838,19949,20120
47839,19949,20805
47840,19950,20800
47841,19950,20173
47842,19950,20120
47843,19950,20805
47844,19951,20800
47845,19951,20173
47846,19951,20120
47847,19951,20805
47848,19952,10200
47849,19952,10202
47875,19958,30100
47876,19958,30102
47877,19959,30100
47878,19959,30102
47879,19960,30100
47880,19960,30102
47881,19961,30100
47882,19961,30102
47883,19962,30100
47884,19962,30102
47885,19963,30100
47886,19963,30102
47887,19964,30100
47888,19964,30102
47889,19965,30100
47890,19965,30102
47891,19966,30100
47892,19966,30102
47893,19967,30100
47894,19967,30102
47895,19968,30100
47896,19968,30102
47897,19969,30100
47898,19969,30102
48639,20145,10300
48640,20145,10303
48641,20146,10300
48642,20146,10303
48645,20147,10300
48646,20147,10303
48647,20148,10300
48680,20168,10300
48681,20168,10303
48682,20169,10300
48683,20169,10303
48684,20170,00300
48685,20170,00301
48686,20170,10300
48687,20170,10303
48688,20171,00300
48689,20171,00301
48690,20171,10300
48691,20171,10303
48692,20172,10300
48693,20172,10303
48694,20172,00400
48695,20173,10300
48696,20173,10303
48697,20173,00400
48698,20174,10300
48699,20174,10303
48700,20174,00400
48701,20175,10300
48702,20175,10303
48703,20175,00400
48704,20176,10300
48705,20176,10303
48706,20176,00400
48710,20178,10300
48711,20178,10303
48712,20178,00300
48713,20179,10300
48714,20179,10303
48715,20179,00300
48716,20180,10300
48717,20180,10303
48718,20180,00300
48719,20181,10300
48720,20181,10303
48721,20181,00300
48722,20182,10300
48723,20182,10303
48724,20182,00300
48725,20183,10300
48726,20183,10303
48727,20183,00300
48847,20219,10300
48848,20219,10303
48853,20222,10300
48854,20222,10303
48855,20223,10300
48856,20223,10303
48857,20224,10300
48858,20224,10303
48859,20225,10300
48860,20225,10303
48861,20226,10300
48862,20226,10303
48863,20227,10300
48864,20227,10303
48865,20228,10300
48868,20229,10300
48869,20229,10303
48870,20230,10300
48871,20230,10303
48872,20231,10300
49344,20385,10300
49345,20385,10302
49346,20385,00300
49347,20385,00302
49348,20386,00300
49349,20386,00302
49350,20386,10300
49351,20386,10302
49352,20387,10300
49353,20387,10301
49354,20387,00300
49355,20387,00301
49356,20388,10300
49357,20388,10301
49358,20388,00300
49359,20388,00301
49360,20389,10300
49361,20389,10301
49362,20389,00300
49363,20389,00301
49364,20390,10300
49365,20390,10301
49366,20390,00300
49367,20390,00302
49368,20391,10300
49369,20391,10301
49370,20391,00300
49371,20391,00302
49372,20392,10300
49373,20392,10301
49374,20392,00300
49375,20392,00301
49376,20393,10300
49377,20393,10301
49378,20393,00300
49379,20393,00302
49380,20394,00300
49381,20394,00302
49382,20394,10300
49383,20394,10302
49472,20420,00300
49473,20420,00302
49474,20420,10300
49475,20420,10302
49476,20421,00300
49477,20421,00302
49478,20421,10300
49479,20421,10302
49480,20422,00300
49481,20422,00302
49482,20422,10300
49483,20422,10301
49484,20423,00300
49485,20423,00302
49486,20423,10300
49487,20423,10301
49488,20424,00300
49489,20424,00302
49490,20424,10300
49491,20424,10301
49492,20425,00300
49493,20425,00302
49494,20425,10300
49495,20425,10302
49496,20426,00300
49497,20426,00302
49498,20426,10300
49499,20426,10302
49500,20427,00300
49501,20427,00302
49502,20427,10300
49503,20427,10302
49504,20428,00300
49505,20428,00302
49506,20428,10300
49507,20428,10302
49508,20429,00300
49509,20429,00302
49510,20429,10300
49511,20429,10302
49512,20430,00300
49513,20430,00302
49514,20430,10300
49515,20430,10302
49516,20431,00300
49517,20431,00302
49518,20431,10300
49519,20431,10302
49520,20432,00300
49521,20432,00302
49522,20432,10300
49523,20432,10302
49524,20433,00300
49525,20433,00302
49526,20433,10300
49527,20433,10302
49528,20434,00300
49529,20434,00302
49530,20434,10300
49531,20434,10302
49536,20436,00300
49537,20436,00302
49538,20436,10300
49539,20436,10302
49540,20437,00300
49541,20437,00302
49542,20437,10300
49543,20437,10302
49544,20438,00300
49545,20438,00302
49546,20438,10300
49547,20438,10301
49548,20439,00300
49549,20439,00302
49550,20439,10300
49551,20439,10301
49552,20440,00300
49553,20440,00302
49554,20440,10300
49555,20440,10301
49556,20441,00300
49557,20441,00302
49558,20441,10300
49559,20441,10301
49560,20442,10300
49561,20442,10301
49562,20442,00301
49563,20443,10300
49564,20443,10301
49565,20443,00301
49566,20444,10300
49567,20444,10301
49568,20444,00400
49569,20445,10300
49570,20445,10301
49571,20445,00400
49572,20446,10300
49573,20446,10302
49574,20446,00400
49578,20447,00400
49579,20447,10300
49580,20447,10302
49581,20448,00300
49582,20448,00302
49583,20448,10300
49584,20448,10302
49585,20449,00300
49586,20449,00302
49587,20449,10300
49588,20449,10302
49589,20450,00300
49590,20450,00302
49591,20450,10300
49592,20450,10302
49593,20451,00400
49594,20451,10300
49595,20451,10301
49596,20452,00400
49597,20452,10300
49598,20452,10301
49642,20464,20800
49643,20464,20120
49644,20465,00300
49645,20465,00302
49646,20465,10300
49647,20465,10302
49648,20466,00300
49649,20466,00302
49650,20466,10300
49651,20466,10302
49652,20467,00300
49653,20467,00302
49654,20467,10300
49655,20467,10302
49656,20468,00300
49657,20468,00302
49658,20468,10300
49659,20468,10302
49660,20469,00300
49661,20469,00302
49662,20469,10300
49663,20469,10302
49664,20470,00300
49665,20470,00302
49666,20470,10300
49667,20470,10302
49668,20471,00300
49669,20471,00302
49670,20471,10300
49671,20471,10302
49672,20472,00300
49673,20472,00302
49674,20472,10300
49675,20472,10302
50708,20767,10300
50709,20767,10302
50710,20767,00300
50711,20767,00302
50712,20768,10300
50713,20768,10302
50714,20768,00300
50715,20768,00302
50720,20769,10300
50721,20769,10302
50722,20769,00300
50723,20769,00302
50724,20770,10300
50725,20770,10302
50726,20770,00300
50727,20770,00302
50728,20771,10300
50729,20771,10302
50730,20771,00300
50731,20771,00302
50732,20772,10300
50733,20772,10302
50734,20772,00300
50735,20772,00302
50736,20773,10300
50737,20773,10302
50738,20773,00300
50739,20773,00302
50740,20774,10300
50741,20774,10302
50742,20774,00300
50743,20774,00302
50744,20775,10300
50745,20775,10302
50746,20775,00300
50747,20775,00302
50748,20776,10300
50749,20776,10302
50750,20776,00300
50751,20776,00302
50752,20777,00300
50753,20777,00302
50754,20777,10300
50755,20777,10301
50756,20778,00300
50757,20778,00302
50758,20778,10300
50759,20778,10302
50760,20779,00300
50761,20779,00302
50762,20779,10300
50763,20779,10302
50764,20780,00300
50765,20780,00302
50766,20780,10300
50767,20780,10302
50768,20781,00300
50769,20781,00302
50770,20781,10300
50771,20781,10302
53446,21510,00300
53447,21510,00301
53448,21510,10300
53449,21510,10301
53454,21511,00300
53455,21511,00301
53456,21512,00300
53457,21512,00301
53458,21513,00300
53459,21513,00301
53460,21514,00300
53461,21514,00302
53462,21514,10300
53463,21514,10302
53464,21515,00300
53465,21515,00302
53466,21515,10300
53467,21515,10302
53468,21516,00300
53469,21516,00302
53470,21517,00300
53471,21517,00302
53520,21533,00300
53521,21533,00301
53522,21534,00300
53523,21534,00301
55406,22030,00300
55407,22030,00302
55408,22031,00300
55409,22031,00302
55412,22033,00300
55413,22033,00302
55440,22043,00300
55441,22043,00301
55442,22044,00300
55443,22044,00301
55446,22046,00400
55447,22047,00400
55448,22048,00400
55449,22049,00400
55450,22050,00400
55533,22074,00400
55932,22203,00300
55933,22203,00302
55934,22203,10300
55935,22203,10302
55940,22204,00300
55941,22204,00302
55942,22204,10300
55943,22204,10302
55952,22207,00300
55953,22207,00301
55954,22207,10300
55955,22207,10301
55956,22208,00300
55957,22208,00301
55958,22208,10300
55959,22208,10301
55960,22209,00300
55961,22209,00301
55962,22209,10300
55963,22209,10301
55964,22210,00300
55965,22210,00301
55966,22210,10300
55967,22210,10302
55968,22211,00300
55969,22211,00301
55970,22211,10300
55971,22211,10301
55972,22212,00300
55973,22212,00301
55974,22212,10300
55975,22212,10301
55976,22213,00300
55977,22213,00301
55978,22213,10300
55979,22213,10301
55980,22214,00300
55981,22214,00301
55982,22214,10300
55983,22214,10302
55984,22215,00300
55985,22215,00301
55986,22215,10300
55987,22215,10302
56095,22247,00300
56096,22247,00301
56097,22247,10300
56098,22247,10302
56099,22248,00300
56100,22248,00301
56101,22248,10300
56102,22248,10301
56175,22267,10300
56176,22267,10301
56177,22267,00400
56178,22268,10300
56179,22268,10301
56180,22268,00400
56181,22269,10300
56182,22269,10301
56183,22269,00400
56184,22270,10300
56185,22270,10301
56186,22270,00400
56187,22271,10300
56188,22271,10301
56189,22271,00300
56190,22271,00301
56258,22292,00300
56259,22292,00302
56260,22293,00300
56261,22293,00301
56262,22293,10300
56263,22293,10301
56264,22294,00300
56265,22294,00301
56266,22295,00300
56267,22295,00301
56268,22296,00300
56269,22296,00302
56272,22297,00300
56273,22297,00302
56274,22298,00300
56275,22298,00302
56276,22299,10300
56277,22299,10302
56278,22299,00300
56279,22299,00302
56280,22300,00300
56281,22300,00301
56282,22301,00300
56283,22301,00301
56284,22302,00300
56285,22302,00302
56286,22302,10300
56287,22302,10302
56288,22303,00300
56289,22303,00301
56292,22304,00300
56293,22304,00301
56294,22305,00300
56295,22305,00301
56296,22306,00300
56297,22306,00302
56298,22307,00300
56299,22307,00301
56300,22308,00300
56301,22308,00301
56384,22329,00300
56385,22329,00302
56386,22329,10300
56387,22329,10302
56388,22330,00300
56389,22330,00302
56390,22330,10300
56391,22330,10302
56392,22331,00300
56393,22331,00302
56394,22331,10300
56395,22331,10302
56398,22332,00300
56399,22332,00301
56400,22333,00300
56401,22333,00301
56402,22334,00300
56403,22334,00301
56404,22334,10300
56405,22334,10301
56406,22335,00300
56407,22335,00301
56408,22335,10300
56409,22335,10301
56410,22336,00300
56411,22336,00301
56412,22336,10300
56413,22336,10301
57103,22527,00300
